Topic,SourceWord,Lang1,Lang2,Word1,Word2,WordSimilarity,mean,std,z_score,OutlierType
animals,mandrill,PT-PT,el,mɐ̃ŋdɹˈil,(en)mˈandɹɪl(el),1.000,0.360,0.258,2.477,Positive
animals,nandu,PT-PT,el,nɐ̃ŋdˈu,(en)nˈanduː(el),1.000,0.360,0.258,2.477,Positive
animals,coypu,PT-PT,el,kɔɪpˈu,(en)kˈɔɪpuː(el),1.000,0.360,0.258,2.477,Positive
animals,salamander,PT-PT,el,sˌɐlɐmˈɐ̃ŋdɹɐ,sˌalamˈanðra,1.000,0.360,0.258,2.477,Positive
animals,fugu,PT-PT,el,fuɡˈu,(en)fˈuːɡuː(el),1.000,0.360,0.258,2.477,Positive
animals,bandicoot,PT-PT,el,bˌɐ̃ŋdikˈʊt,(en)bˈandɪkˌuːt(el),1.000,0.360,0.258,2.477,Positive
animals,gazelle,PT-PT,el,ɡˌɐzˈɛlɐ,ɣazˈela,1.000,0.360,0.258,2.477,Positive
animals,hyena,PT-PT,el,ˌiˈenɐ,ˈienˌa,1.000,0.360,0.258,2.477,Positive
animals,cobra,PT-PT,el,kˈɔbɹɐ,kˈobra,1.000,0.360,0.258,2.477,Positive
animals,caribou,PT-PT,el,kˌɐɾibˈu,kˌaribˈu,1.000,0.360,0.258,2.477,Positive
animals,albatross,PT-PT,el,ˌɑlbɐtɹˈɔʃ,ˈalbatrˌos,1.000,0.360,0.258,2.477,Positive
animals,alpaca,PT-PT,el,ˌɑlpˈakɐ,ˌalpakˈa,1.000,0.360,0.258,2.477,Positive
animals,okapi,PT-PT,el,ˌɔkɐpˈi,okˈapi,1.000,0.360,0.258,2.477,Positive
animals,ichthyornis,PT-PT,el,(en)ˈɪkθɪˌɔːniz(pt-pt),(en)ˈɪkθɪˌɔːniz(el),1.000,0.360,0.258,2.477,Positive
animals,kudu,PT-PT,el,kudˈu,(en)kˈuːduː(el),1.000,0.360,0.258,2.477,Positive
animals,llama,PT-PT,el,ʎˈɐ̃mɐ,lˈama,1.000,0.360,0.258,2.477,Positive
animals,krill,PT-PT,el,kɹˈil,(en)kɹˈɪl(el),1.000,0.360,0.258,2.477,Positive
animals,caracal,PT-PT,el,kˌɐɾɐkˈɑl,kˌarakˈal,1.000,0.360,0.258,2.477,Positive
animals,bilby,PT-PT,el,bˈilbi,(en)bˈɪlbi(el),1.000,0.360,0.258,2.477,Positive
emotions,nirvana,it,fr,nirvˈana,niʁvanˈa,1.000,0.371,0.254,2.476,Positive
emotions,shock,it,fr,ʃˈɔkː,ʃˈɔk,1.000,0.371,0.254,2.476,Positive
house,baluster,en,fr,bˈælʌstɚ,balˈystʁ,0.714,0.214,0.202,2.476,Positive
business,lucrative,es,NB,lˌukɾatˈiβo,lˈʉkratˌɪvt,0.889,0.273,0.249,2.476,Positive
shoes,kamiks,en,da,kˈæmɪks,kamˈʔiks,1.000,0.394,0.245,2.476,Positive
shoes,jackboots,en,da,dʒˈækbuːts,dʒˈakbuːts,1.000,0.394,0.245,2.476,Positive
weather,permafrost,cs,PT-PT,pˈermafrost,pˌeɾəmɐfɹˈoʃt,0.909,0.287,0.251,2.476,Positive
weather,altostratus,cs,PT-PT,ˈaltostrˌatus,ˌɑltuʃtɹɐtˈuʃ,0.909,0.287,0.251,2.476,Positive
weather,stratosphere,cs,PT-PT,strˈatosfˌeːra,ʃtɹˌɐtuʃfˈɛɾɐ,0.909,0.287,0.251,2.476,Positive
transportations,train,it,el,trˈɛno,trˈeno,1.000,0.340,0.266,2.476,Positive
transportations,tram,it,el,trˈam,trˈam,1.000,0.340,0.266,2.476,Positive
transportations,cab,it,el,kabˈina,kabˈina,1.000,0.340,0.266,2.476,Positive
transportations,semi,it,el,sˈemɪ,(en)sˈɛmi(el),1.000,0.340,0.266,2.476,Positive
transportations,scooter,it,el,skˈuter,skˈuter,1.000,0.340,0.266,2.476,Positive
transportations,taxicab,it,el,tˈaksɪ,taksˈi,1.000,0.340,0.266,2.476,Positive
transportations,yacht,it,el,jˈɔt̪,jˈot,1.000,0.340,0.266,2.476,Positive
transportations,maglev,it,el,mˈaɡlev,(en)mˈaɡlɛv(el),1.000,0.340,0.266,2.476,Positive
transportations,propeller,it,el,ˈɛlika,ˈelikˌa,1.000,0.340,0.266,2.476,Positive
transportations,kayak,it,el,kajˈak,kajˈak,1.000,0.340,0.266,2.476,Positive
transportations,minivan,it,el,minˈivan,(en)mˈɪnɪvˌan(el),1.000,0.340,0.266,2.476,Positive
transportations,gondola,it,el,ɡˈondola,ɣˈonðolˌa,1.000,0.340,0.266,2.476,Positive
transportations,frigate,it,el,freɡˈata,freɣˈata,1.000,0.340,0.266,2.476,Positive
transportations,taxi,it,el,tˈaksɪ,taksˈi,1.000,0.340,0.266,2.476,Positive
shopping,inventory,de,PT-PT,ˌɪnvəntˈɑːɾ,ˌiŋveɪŋtˈaɾjʊ,0.727,0.225,0.203,2.475,Positive
personal qualities,inconsistent,en,nl,ɪŋkənsˈɪstənt,ˈɪnkˌɔnsɪstˌɛnt,0.917,0.305,0.247,2.475,Positive
business,tariff,cs,PT-PT,tˈarif,tˌɐɾˈifɐ,0.833,0.262,0.231,2.475,Positive
animals,bilby,da,fr,bˈʔilbʔy,bilbˈi,1.000,0.326,0.272,2.475,Positive
animals,kudu,da,fr,kˈʔuðʔu,kudˈu,1.000,0.326,0.272,2.475,Positive
animals,moa,da,fr,mˈʔoa,moˈa,1.000,0.326,0.272,2.475,Positive
animals,thrip,da,fr,(en)tɹˈɪp(da),(en)θɹˈɪp(fr),1.000,0.326,0.272,2.475,Positive
animals,asp,da,fr,ˈasp,ˈasp,1.000,0.326,0.272,2.475,Positive
animals,imago,da,fr,ˈʔimaɡˌʔo,imaɡˈo,1.000,0.326,0.272,2.475,Positive
animals,wombat,da,fr,wˈʔʌmbat,(en)wˈɒmbat(fr),1.000,0.326,0.272,2.475,Positive
animals,ekaltadelta,da,fr,ˈʔekaltˌadʔeltˌa,ekaltadɛltˈa,1.000,0.326,0.272,2.475,Positive
animals,trilobite,da,fr,tʁˈʔilʔobˌʔit,tʁilobˈit,1.000,0.326,0.272,2.475,Positive
animals,albatross,da,fr,ˈalbatʁˌʔos,albatʁˈɔs,1.000,0.326,0.272,2.475,Positive
animals,john dory,da,fr,dʒˈʌn dˈʔoʁʔy,(en)dʒˈɒn dˈɔːɹi(fr),1.000,0.326,0.272,2.475,Positive
animals,llama,da,fr,lˈama,lamˈa,1.000,0.326,0.272,2.475,Positive
animals,hummingbird,da,fr,kˌolʔibʁˈi,kolibʁˈi,1.000,0.326,0.272,2.475,Positive
animals,wildebeest,da,fr,ɡnˈʔu,ɡnˈu,1.000,0.326,0.272,2.475,Positive
animals,macaw,da,fr,ˈɑʁɑ,aʁˈa,1.000,0.326,0.272,2.475,Positive
animals,beagle,da,fr,bˈiːɡəl,(en)bˈiːɡəl(fr),1.000,0.326,0.272,2.475,Positive
animals,bass,da,fr,bˈas,bˈas,1.000,0.326,0.272,2.475,Positive
animals,okapi,da,fr,ˈʔokapˌʔi,okapˈi,1.000,0.326,0.272,2.475,Positive
animals,krill,da,fr,kʁˈʔil,(en)kɹˈɪl(fr),1.000,0.326,0.272,2.475,Positive
animals,koala,da,fr,kˈʔoalˌa,kɔalˈa,1.000,0.326,0.272,2.475,Positive
animals,bonobo,da,fr,bˈʔonʔobˌʔo,bonobˈo,1.000,0.326,0.272,2.475,Positive
animals,agouti,da,fr,ˈaɡʔutˌʔi,aɡutˈi,1.000,0.326,0.272,2.475,Positive
restaurant,menu,da,fr,mʔenˈʔy,mənˈy,1.000,0.309,0.279,2.475,Positive
restaurant,cafe,da,fr,kafˈʔe,kafˈe,1.000,0.309,0.279,2.475,Positive
restaurant,cola,da,fr,kˈʔola,kolˈa,1.000,0.309,0.279,2.475,Positive
restaurant,bistro,da,fr,bʔistʁˈo,bistʁˈo,1.000,0.309,0.279,2.475,Positive
restaurant,ketchup,da,fr,kˈʔetʃʌp,(en)kˈɛtʃʌp(fr),1.000,0.309,0.279,2.475,Positive
restaurant,salad,da,fr,salˈad,salˈad,1.000,0.309,0.279,2.475,Positive
restaurant,tea,da,fr,tˈe,tˈe,1.000,0.309,0.279,2.475,Positive
restaurant,quiche,da,fr,kˈiʃ,kˈiʃ,1.000,0.309,0.279,2.475,Positive
furniture,divan,it,pl,divˈano,dʲˈivan,0.833,0.283,0.223,2.474,Positive
emotions,passive,en,pl,pˈæsɪv,pasˈɨvnɨ,0.714,0.221,0.199,2.474,Positive
furniture,chest of drawers,es,da,kˈomoða,komˈoðə,0.833,0.241,0.239,2.474,Positive
school,geography,de,fr,ɡˌeːoːɡɾafˈiː,ʒeɔɡʁafˈi,0.875,0.247,0.254,2.474,Positive
occupations,veteran,da,hu,ʋetəʁˈ?ɑn,vˈɛtɛraːn,0.875,0.257,0.250,2.474,Positive
personal qualities,realistic,fr,el,ʁealˈist,rˌealˌistikˈo,0.700,0.226,0.192,2.474,Positive
medical terms,vitamins,hu,el,vˈitɑminok,vˌitamˈines,0.778,0.217,0.227,2.473,Positive
medical terms,diagnosis,hu,el,dˈiɑɡnoːziʃ,ðiˈaɣnosˌi,0.778,0.217,0.227,2.473,Positive
house,fan,it,ro,ventilatˈore,vˌentilatˈor,0.909,0.310,0.242,2.472,Positive
business,coupon,PT-PT,da,kupˈɐ̃ʊ̃,kʔupˈʔʌŋ,0.800,0.254,0.221,2.472,Positive
emotions,compliant,de,ro,kɔnfˈɔɾm,konfˈorme,0.875,0.262,0.248,2.472,Positive
emotions,ecstatic,de,ro,ɛkstˈɑːtɪʃ,ekstˈatik,0.875,0.262,0.248,2.472,Positive
cooking,gratin,da,hu,ɡʁɑtˈɛŋ,ɡrˈɑtin,0.833,0.220,0.248,2.472,Positive
driving,gratin,da,hu,ɡʁɑtˈɛŋ,ɡrˈɑtin,0.833,0.220,0.248,2.472,Positive
personal qualities,discreet,de,es,dˈɪskɾət,diskɾˈeto,0.875,0.252,0.252,2.472,Positive
personal qualities,brilliant,de,es,bɾɪlˈant,bɾiʎˈante,0.875,0.252,0.252,2.472,Positive
personal qualities,coherent,de,es,kˌoːɛːrˈɛnt,kˌoeɾˈɛnte,0.875,0.252,0.252,2.472,Positive
house,portico,nl,fr,pˈɔrtikˌoː,pɔʁtˈik,0.857,0.232,0.253,2.472,Positive
food,crepe,es,da,kɾepˈe,kʁˈɛpə,1.000,0.318,0.276,2.472,Positive
food,kiwi,es,da,kˈiwi,kˈʔiwʔi,1.000,0.318,0.276,2.472,Positive
food,lychee,es,da,lˈitʃi,lˈʔitʃʔi,1.000,0.318,0.276,2.472,Positive
food,tea,es,da,tˈe,tˈe,1.000,0.318,0.276,2.472,Positive
food,taco,es,da,tˈako,tˈakʔo,1.000,0.318,0.276,2.472,Positive
food,salsa,es,da,sˈalsa,sˈalsa,1.000,0.318,0.276,2.472,Positive
food,daikon,es,da,dˈaɪkon,dˈaʔikˌʔon,1.000,0.318,0.276,2.472,Positive
food,granola,es,da,ɡɾanˈola,ɡʁˈɑnʔolˌa,1.000,0.318,0.276,2.472,Positive
food,doughnut,es,da,donˈut,dˈʔonʔut,1.000,0.318,0.276,2.472,Positive
food,flan,es,da,flˈan,flˈan,1.000,0.318,0.276,2.472,Positive
food,taro,es,da,tˈaɾo,tˈɑʁʔo,1.000,0.318,0.276,2.472,Positive
food,anise,es,da,anˈis,ˈanʔis,1.000,0.318,0.276,2.472,Positive
food,tofu,es,da,tˈofu,tˈʔofʔu,1.000,0.318,0.276,2.472,Positive
food,oleo,es,da,olˈeo,ˈoləʔo,1.000,0.318,0.276,2.472,Positive
food,pizza,es,da,pˈitsa,pˈʔitsa,1.000,0.318,0.276,2.472,Positive
food,strudel,es,da,stɾuðˈel,stʁˈuðəl,1.000,0.318,0.276,2.472,Positive
food,salami,es,da,salˈami,salˈami,1.000,0.318,0.276,2.472,Positive
food,melon,es,da,melˈon,mʔelˈʔon,1.000,0.318,0.276,2.472,Positive
food,burrito,es,da,burˈito,bˈʔuʁʔitˌʔo,1.000,0.318,0.276,2.472,Positive
food,pomelo,es,da,pomˈelo,pˈomʔelˌʔo,1.000,0.318,0.276,2.472,Positive
food,sushi,es,da,sˈusi,sˈʔuʃʔi,1.000,0.318,0.276,2.472,Positive
food,pasta,es,da,pˈasta,pˈasta,1.000,0.318,0.276,2.472,Positive
food,pilaf,es,da,pilˈaf,pˈʔilaf,1.000,0.318,0.276,2.472,Positive
plants,fruit,it,el,frˈutːa,frˈuta,1.000,0.329,0.271,2.472,Positive
plants,petal,it,el,pˈɛtalo,pˈetalˌo,1.000,0.329,0.271,2.472,Positive
plants,stigma,it,el,stˈiɡma,stˈiɣma,1.000,0.329,0.271,2.472,Positive
plants,sepal,it,el,sepˈalo,sˈepalˌo,1.000,0.329,0.271,2.472,Positive
animals,tapir,en,pl,tˈæpɪɹ,tˈapir,1.000,0.328,0.272,2.472,Positive
animals,gar,en,pl,ɡˈɑːɹ,ɡˈar,1.000,0.328,0.272,2.472,Positive
animals,yak,en,pl,jˈæk,jˈak,1.000,0.328,0.272,2.472,Positive
animals,mastiff,en,pl,mˈæstɪf,mˈastʲif,1.000,0.328,0.272,2.472,Positive
animals,albatross,en,pl,ˈælbɐtɹˌɔs,albˈatrɔs,1.000,0.328,0.272,2.472,Positive
animals,nandu,en,pl,nˈænduː,nˈandu,1.000,0.328,0.272,2.472,Positive
animals,macaque,en,pl,mˈækæk,mˈakak,1.000,0.328,0.272,2.472,Positive
animals,kudu,en,pl,kˈuːduː,kˈudu,1.000,0.328,0.272,2.472,Positive
animals,petrel,en,pl,pˈɛtɹəl,pˈɛtrɛl,1.000,0.328,0.272,2.472,Positive
animals,loris,en,pl,lˈɔːɹɪs,lˈɔris,1.000,0.328,0.272,2.472,Positive
animals,bilby,en,pl,bˈɪlbi,bʲˈilbɨ,1.000,0.328,0.272,2.472,Positive
animals,dory,en,pl,dˈɔːɹi,dˈɔrɨ,1.000,0.328,0.272,2.472,Positive
animals,fugu,en,pl,fˈuːɡuː,fˈuɡu,1.000,0.328,0.272,2.472,Positive
animals,poodle,en,pl,pˈuːdəl,pˈudɛl,1.000,0.328,0.272,2.472,Positive
animals,krill,en,pl,kɹˈɪl,krˈɨl,1.000,0.328,0.272,2.472,Positive
animals,mandrill,en,pl,mˈændɹɪl,mˈandrɨl,1.000,0.328,0.272,2.472,Positive
animals,nabarlek,en,pl,nˈæbɑːɹlˌɛk,nabˈarlɛk,1.000,0.328,0.272,2.472,Positive
animals,caribou,en,pl,kˈæɹɪbˌuː,karˈibu,1.000,0.328,0.272,2.472,Positive
animals,oryx,en,pl,ˈɔːɹɪks,ˈɔrɨks,1.000,0.328,0.272,2.472,Positive
emotions,sentimentality,de,cs,zˌɛntiːməntˈɑːliːtˈɛːt,sˈentimˌentalˌita,0.800,0.226,0.232,2.471,Positive
emotions,triumphant,de,cs,tɾˈiːʊmfˌɑːl,triˈumfaːlɲiː,0.800,0.226,0.232,2.471,Positive
weather,gustnado,ro,da,ɡustnˈado,ɡˈʔustnaðˌʔo,1.000,0.315,0.277,2.471,Positive
weather,nowcast,ro,da,nowkˈast,nˈʔowkast,1.000,0.315,0.277,2.471,Positive
weather,altostratus,ro,da,ˌaltostrˈatus,ˈaltʔostʁˌɑtʔus,1.000,0.315,0.277,2.471,Positive
weather,efscale,ro,da,efskˈale,ˈʔefskalə,1.000,0.315,0.277,2.471,Positive
weather,altocumulus,ro,da,ˌaltokumˈulus,ˈaltʔokˌʔumʔulˌʔus,1.000,0.315,0.277,2.471,Positive
weather,stratocumulus,ro,da,strˌatokumˈulus,stʁˈɑtʔokˌʔumʔulˌʔus,1.000,0.315,0.277,2.471,Positive
weather,cumulus,ro,da,kumˈulus,kˈʔumʔulˌʔus,1.000,0.315,0.277,2.471,Positive
personal qualities,buff,cs,PT-PT,bˈuff,bˈuf,0.750,0.232,0.210,2.471,Positive
sports,badminton,en,pl,bˈædmɪntən,bˈadmintɔn,0.889,0.294,0.241,2.471,Positive
plants,lamina,cs,fr,lˈamina,laminˈa,1.000,0.296,0.285,2.471,Positive
plants,reniform,cs,fr,rˈeɲiform,ʁenifˈɔʁm,1.000,0.296,0.285,2.471,Positive
plants,nectar,cs,fr,nˈektar,nɛktˈaʁ,1.000,0.296,0.285,2.471,Positive
plants,sepal,cs,fr,sˈepal,sepˈal,1.000,0.296,0.285,2.471,Positive
plants,style,cs,fr,stˈil,stˈil,1.000,0.296,0.285,2.471,Positive
plants,meristem,cs,fr,mˈeristeːm,meʁistˈɛm,1.000,0.296,0.285,2.471,Positive
plants,corm,cs,fr,kˈorm,kˈɔʁm,1.000,0.296,0.285,2.471,Positive
plants,phloem,cs,fr,flˈoeːm,flɔˈɛm,1.000,0.296,0.285,2.471,Positive
plants,epicotyl,cs,fr,ˈepikˌotil,epikotˈil,1.000,0.296,0.285,2.471,Positive
plants,axil,cs,fr,ˈaksil,aksˈil,1.000,0.296,0.285,2.471,Positive
body,molar,nl,it,mˈɔlaːr,molˈare,0.833,0.250,0.236,2.471,Positive
body,fibula,nl,it,fibˈylaː,fˈibʊla,0.833,0.250,0.236,2.471,Positive
body,urethra,nl,it,yrˈɛtraː,ʊrˈɛtra,0.833,0.250,0.236,2.471,Positive
personal qualities,dramatic,de,PT-PT,dɾɑːmˈɑːtɪʃ,dɹɐmˈatikʊ,0.778,0.230,0.222,2.471,Positive
personal qualities,analytical,de,PT-PT,analˈyːtɪʃ,ɐnɐlˈitikʊ,0.778,0.230,0.222,2.471,Positive
personal qualities,miserable,de,PT-PT,mˌiːzeːrˈɑːbəl,mˌizɨɾˈavˌɛl,0.778,0.230,0.222,2.471,Positive
personal qualities,musical,de,PT-PT,muːziːkˈɑlɪʃ,mˌuzikˈɑl,0.778,0.230,0.222,2.471,Positive
shoes,slingbacks,en,de,slˈɪŋbæks,slˈɪŋbaks,1.000,0.396,0.244,2.470,Positive
shoes,kamiks,en,de,kˈæmɪks,kˈɑmɪks,1.000,0.396,0.244,2.470,Positive
family,senior,ro,pl,senjˈor,sˈɛɲʲɔr,0.833,0.256,0.234,2.470,Positive
plants,moss,en,da,mˈɔs,mˈʔos,1.000,0.350,0.263,2.470,Positive
plants,pollen,en,da,pˈɑːlən,pˈʔʌlən,1.000,0.350,0.263,2.470,Positive
plants,pistil,en,da,pˈɪstɪl,pʔistˈil,1.000,0.350,0.263,2.470,Positive
personal qualities,passive,en,da,pˈæsɪv,pˈasʔiw,0.800,0.269,0.215,2.470,Positive
personal qualities,smart,en,da,smˈɑːɹt,smˈɑt,0.800,0.269,0.215,2.470,Positive
personal qualities,groggy,en,da,ɡɹˈɑːɡi,ɡɐ̯ˈʔʌɡʔi,0.800,0.269,0.215,2.470,Positive
personal qualities,civil,en,da,sˈɪvəl,sʔiʋˈil,0.800,0.269,0.215,2.470,Positive
body,urethra,nl,es,yrˈɛtraː,uɾˈetɾa,0.833,0.239,0.241,2.470,Positive
body,rectum,nl,es,rˈɛktɵm,rˈekto,0.833,0.239,0.241,2.470,Positive
personal qualities,competent,cs,it,kˈompetˌentɲiː,kompetˈɛnte,0.818,0.252,0.229,2.470,Positive
personal qualities,indiscreet,cs,it,ˈindiskrˌeːtɲiː,indiskrˈeto,0.818,0.252,0.229,2.470,Positive
personal qualities,intolerant,hu,NB,ˈintolɛraːnʃ,ˈɪntuːlˌeːrɑnt,0.800,0.216,0.237,2.469,Positive
personal qualities,sharp,hu,NB,ʃhˈɑrp,skˈɑrp,0.800,0.216,0.237,2.469,Positive
restaurant,ketchup,cs,NB,kˈetʃup,kˈɛtʃʉːp,1.000,0.304,0.282,2.469,Positive
restaurant,cream,cs,NB,krˈeːm,krˈɛm,1.000,0.304,0.282,2.469,Positive
restaurant,salad,cs,NB,sˈalaːt,sˈalat,1.000,0.304,0.282,2.469,Positive
restaurant,sommelier,cs,NB,sˈommelier,sˈɔmmeːlˌiːər,1.000,0.304,0.282,2.469,Positive
restaurant,hamburger,cs,NB,hˈamburɡer,hˈɑmbʉrɡər,1.000,0.304,0.282,2.469,Positive
computer,bit,en,PT-PT,bˈɪt,bˈit,1.000,0.371,0.255,2.469,Positive
computer,wiki,en,PT-PT,wˈɪki,wikˈi,1.000,0.371,0.255,2.469,Positive
computer,web,en,PT-PT,wˈɛb,wˈeb,1.000,0.371,0.255,2.469,Positive
computer,software,en,PT-PT,sˈɔftwɛɹ,sˈɔftwˈɛɹ,1.000,0.371,0.255,2.469,Positive
computer,phishing,en,PT-PT,fˈɪʃɪŋ,(en)fˈɪʃɪŋ(pt-pt),1.000,0.371,0.255,2.469,Positive
body,urethra,da,el,ʔuʁˈʔinʁœˌʔʌt,urˈiθra,0.625,0.173,0.183,2.469,Positive
furniture,divan,cs,it,dˈivan,divˈano,0.833,0.259,0.233,2.468,Positive
restaurant,pop,de,fr,pˈoːp,pˈɔp,1.000,0.292,0.287,2.468,Positive
restaurant,cafe,de,fr,kˈɑːfə,kafˈe,1.000,0.292,0.287,2.468,Positive
restaurant,restaurant,de,fr,rˌɛstoːrˈɑ̃,ʁɛstoʁˈɑ̃,1.000,0.292,0.287,2.468,Positive
restaurant,tea,de,fr,tˈeː,tˈe,1.000,0.292,0.287,2.468,Positive
restaurant,menu,de,fr,meːnˈyː,mənˈy,1.000,0.292,0.287,2.468,Positive
restaurant,cola,de,fr,kˈoːlɑː,kolˈa,1.000,0.292,0.287,2.468,Positive
restaurant,espresso,de,fr,ˌɛspɾˈɛso,ɛspʁɛsˈo,1.000,0.292,0.287,2.468,Positive
restaurant,coffee,de,fr,kˈafeː,kafˈe,1.000,0.292,0.287,2.468,Positive
restaurant,bistro,de,fr,bˈɪstɾoː,bistʁˈo,1.000,0.292,0.287,2.468,Positive
house,garage,de,cs,ɡarˈɑʒə,ɡˈaraːʃ,0.833,0.233,0.243,2.468,Positive
house,patio,de,cs,tˈɛrasə,tˈerasa,0.833,0.233,0.243,2.468,Positive
emotions,sentimentality,nl,cs,sˌɛntimˌɛntaːlitˈɛɪt,sˈentimˌentalˌita,0.812,0.237,0.233,2.468,Positive
personal qualities,dramatic,de,fr,dɾɑːmˈɑːtɪʃ,dʁamatˈik,0.875,0.255,0.251,2.468,Positive
personal qualities,analytical,de,fr,analˈyːtɪʃ,analitˈik,0.875,0.255,0.251,2.468,Positive
business,video conference,de,hu,vˌiːdeːˌoːkɔnfeːrˈɛnts,vˈidɛokonfɛrɛntsiɑ,0.882,0.254,0.255,2.468,Positive
emotions,introverted,de,es,ˌɪntɾoːvɛɾtˈiːɾt,ˌintɾoβeɾtˈiðo,0.833,0.230,0.244,2.468,Positive
emotions,panic,de,es,pˈɑnɪk,pˈaniko,0.833,0.230,0.244,2.468,Positive
emotions,agony,de,es,ˌɑɡoːnˈiː,ˌaɣonˈia,0.833,0.230,0.244,2.468,Positive
emotions,alarm,de,es,alˈaɾm,alˈaɾma,0.833,0.230,0.244,2.468,Positive
desserts,banana split,en,PT-PT,bɐnˈænə splˈɪt,bɐnˈɐ̃nɐ splˈit,0.917,0.318,0.243,2.467,Positive
shopping,online reviews,da,el,(en)ˈɒnlaɪn(da) ˈanmεləlsˌʔʌ,(en)ˈɒnlaɪn(el) ˌaksiˌolojˈisis,0.526,0.169,0.145,2.467,Positive
body,anatomy,fr,el,anatomˈi,ˌanatomˈia,0.875,0.264,0.248,2.467,Positive
body,adenoids,fr,el,adenɔˈid,ˌaðenˌoiðˈi,0.875,0.264,0.248,2.467,Positive
body,shoulder blade,fr,el,omɔplˈat,ˌomoplˈati,0.875,0.264,0.248,2.467,Positive
body,scapula,fr,el,omɔplˈat,ˌomoplˈati,0.875,0.264,0.248,2.467,Positive
weather,nexrad,en,pl,nˈɛksɹæd,nˈɛksrat,0.857,0.268,0.239,2.467,Positive
body,metatarsal,PT-PT,NB,mˌetɐtɐɾəsˈɑl,mˈeːtatˌɑrʃal,0.909,0.269,0.259,2.467,Positive
school,library,PT-PT,da,bˌibliutˈɛkɐ,bˌʔiblʔiotˈek,0.800,0.253,0.222,2.466,Positive
school,mathematics,PT-PT,da,mˌɐtɨmˈatikɐ,mˌatematˈʔik,0.800,0.253,0.222,2.466,Positive
school,math,PT-PT,da,mˌɐtɨmˈatikɐ,mˌatematˈʔik,0.800,0.253,0.222,2.466,Positive
school,arithmetic,PT-PT,da,ˌɐɾitmˈɛtikɐ,ˌɑɑʔitmʔetˈʔik,0.800,0.253,0.222,2.466,Positive
plants,cactus,en,pl,kˈæktəs,kˈaktus,0.833,0.230,0.245,2.466,Positive
plants,bamboo,en,pl,bæmbˈuː,bˈambus,0.833,0.230,0.245,2.466,Positive
school,laptop,en,de,lˈæptɑːp,(en)lˈaptɒp(de),1.000,0.309,0.280,2.466,Positive
school,quiz,en,de,kwˈɪz,(en)kwˈɪz(de),1.000,0.309,0.280,2.466,Positive
school,test,en,de,tˈɛst,tˈɛst,1.000,0.309,0.280,2.466,Positive
school,experiment,en,de,ɛkspˈɛɹɪmənt,ˌɛkspeːriːmˈɛnt,1.000,0.309,0.280,2.466,Positive
school,smart,en,de,smˈɑːɹt,smˈaɾt,1.000,0.309,0.280,2.466,Positive
personal qualities,indiscreet,en,de,ˌɪndɪskɹˈiːt,ˈɪndɪskɾət,0.889,0.294,0.241,2.466,Positive
shoes,oxfords,it,NB,ˈoksford,ˈɔksfɔrds,0.875,0.258,0.250,2.466,Positive
shopping,quality,cs,NB,kvˈalita,kvˈaliːtət,0.750,0.238,0.208,2.465,Positive
shopping,luxury,cs,NB,lˈuksusɲiː,lˈʉksʉːs,0.750,0.238,0.208,2.465,Positive
occupations,navigator,PT-PT,hu,nˌɐvɨɡɐdˈoɹ,nˈɑviɡaːtor,0.889,0.264,0.253,2.465,Positive
cooking,flambe,en,PT-PT,flˈæmb,flˈɐ̃mbɨ,0.833,0.272,0.228,2.465,Positive
cooking,fillet,en,PT-PT,fɪlˈeɪ,fˌilˈetɨ,0.833,0.272,0.228,2.465,Positive
driving,fillet,en,PT-PT,fɪlˈeɪ,fˌilˈetɨ,0.833,0.272,0.228,2.465,Positive
driving,flambe,en,PT-PT,flˈæmb,flˈɐ̃mbɨ,0.833,0.272,0.228,2.465,Positive
shopping,electronics,de,ro,eːlˈɛktɾoːnˌɪk,ˌelektronˈikə,0.909,0.270,0.259,2.465,Positive
family,sisterinlaw,en,el,sˈɪstɚɹˌɪnlɔː,(en)sˈɪstəɹˌɪnlɔː(el),0.900,0.250,0.264,2.464,Positive
family,brotherinlaw,en,el,bɹˈʌðɚɹˌɪnlɔː,(en)bɹˈʌðəɹˌɪnlɔː(el),0.900,0.250,0.264,2.464,Positive
house,library,it,fr,bibliotˈɛka,bibliotˈɛk,0.900,0.314,0.238,2.464,Positive
business,capitalist,it,NB,kapitalˈista,kˈapiːtˌalɪst,0.909,0.278,0.256,2.464,Positive
family,sisterinlaw,en,hu,sˈɪstɚɹˌɪnlɔː,ʃˈiʃtɛrinlɑv,0.727,0.207,0.211,2.464,Positive
family,matriarch,nl,cs,mˈɑtriˌɑrx,mˈatriˌarxa,0.889,0.259,0.256,2.464,Positive
family,patriarch,nl,cs,pˈɑtriˌɑrx,pˈatriˌarxa,0.889,0.259,0.256,2.464,Positive
business,winwin,hu,el,vˈinvin,(en)wˈɪnwɪn(el),0.667,0.200,0.189,2.464,Positive
business,promotion,hu,el,prˈomoːtsioː,proˈoθisˌi,0.667,0.200,0.189,2.464,Positive
family,monogamy,cs,it,mˈonoɡˌamije,monoɡamˈia,0.800,0.253,0.222,2.464,Positive
school,compass,nl,pl,kˈɔmpɑs,kˈɔmpas,1.000,0.301,0.284,2.463,Positive
school,paste,nl,pl,pˈɑstaː,pˈasta,1.000,0.301,0.284,2.463,Positive
