topic,source_word,en,de,nl,cs,it,es,PT-PT,ro,da,fr,pl,hu,el,NB
clothes,pants,pants,hosen,,,,pantalones,calças,,,,,,,
clothes,pantsuit,pantsuit,hosenanzug,,,,traje pantalón,fato de treino,,,,,,,
clothes,pantyhose,pantyhose,strumpfhosen,,,,medias,meia-calça,,,,,,,
clothes,parka,parka,parka,,,,parka,parka,,,,,,,
clothes,pea coat,pea coat,erbsenmantel,,,,chaquetón,casaco de ervilha,,,,,,,
clothes,peplum,peplum,schößchen,,,,peplum,peplum,,,,,,,
clothes,petticoat,petticoat,petticoat,,,,enaguas,anágua,,,,,,,
clothes,pinafore,pinafore,schürze,,,,pichi,bata,,,,,,,
clothes,pleat,pleat,falten,,,,plisado,prega,,,,,,,
clothes,pocket,pocket,tasche,,,,bolsillo,bolso,,,,,,,
clothes,pocketbook,pocketbook,taschenbuch,,,,libro de bolsillo,livro de bolso,,,,,,,
clothes,polo shirt,polo shirt,poloshirt,,,,camiseta polo,camisa pólo,,,,,,,
clothes,poncho,poncho,poncho,,,,poncho,poncho,,,,,,,
clothes,poodle skirt,poodle skirt,pudelrock,,,,falda caniche,saia poodle,,,,,,,
clothes,pork pie hat,pork pie hat,schweinskopfmütze,,,,sombrero de cerdo,chapéu de porco,,,,,,,
clothes,pullover,pullover,pullover,,,,jersey,pulôver,,,,,,,
clothes,pumps,pumps,pumpen,,,,bombas,bombas,,,,,,,
clothes,purse,purse,geldbörse,,,,monedero,bolsa,,,,,,,
clothes,quilted jacket,quilted jacket,steppjacke,,,,chaqueta acolchada,casaco acolchoado,,,,,,,
clothes,raincoat,raincoat,regenmantel,,,,impermeable,capa de chuva,,,,,,,
clothes,ring,ring,ring,,,,anillo,anel,,,,,,,
clothes,robe,robe,gewand,,,,albornoz,roupão,,,,,,,
clothes,rugby shirt,rugby shirt,rugbyhemd,,,,camiseta de rugby,camisola de râguebi,,,,,,,
clothes,sandals,sandals,sandalen,,,,sandalias,sandálias,,,,,,,
clothes,sari,sari,sari,,,,sari,sari,,,,,,,
clothes,sarong,sarong,sarong,,,,pareo,sarongue,,,,,,,
clothes,scarf,scarf,halstuch,,,,bufanda,lenço,,,,,,,
clothes,school uniform,school uniform,schuluniform,,,,uniforme escolar,uniforme escolar,,,,,,,
clothes,scrubs,scrubs,kittel,,,,uniformes,esfoliantes,,,,,,,
clothes,shawl,shawl,umschlagtuch,,,,chal,xaile,,,,,,,
clothes,sheath dress,sheath dress,etuikleid,,,,vestido tubo,vestido de bainha,,,,,,,
clothes,shift,shift,schicht,,,,turno,deslocação,,,,,,,
clothes,shirt,shirt,hemd,,,,camisa,camisa,,,,,,,
clothes,shoe,shoe,schuh,,,,zapato,sapato,,,,,,,
clothes,shorts,shorts,shorts,,,,pantalones cortos,calções,,,,,,,
clothes,shoulder pads,shoulder pads,schulterpolster,,,,hombreras,ombreiras,,,,,,,
clothes,shrug,shrug,achselzucken,,,,encogerse de hombros,encolher os ombros,,,,,,,
clothes,singlet,singlet,singlet,,,,singlete,singlet,,,,,,,
clothes,skirt,skirt,rock,,,,falda,saia,,,,,,,
clothes,slacks,slacks,hosen,,,,pantalones,calças,,,,,,,
clothes,slip,slip,schlupf,,,,resbalón,deslizamento,,,,,,,
clothes,slippers,slippers,hausschuhe,,,,zapatillas,chinelos,,,,,,,
clothes,smock,smock,kittel,,,,bata,bata,,,,,,,
clothes,snaps,snaps,schnappt,,,,broches,estalos,,,,,,,
clothes,sneakers,sneakers,turnschuhe,,,,zapatillas,ténis,,,,,,,
clothes,sock,sock,socke,,,,calcetín,meia,,,,,,,
clothes,sombrero,sombrero,sombrero,,,,sombrero,sombrero,,,,,,,
clothes,spacesuit,spacesuit,raumanzug,,,,traje espacial,fato espacial,,,,,,,
clothes,stetson hat,stetson hat,stetson-hut,,,,sombrero stetson,chapéu stetson,,,,,,,
clothes,stockings,stockings,strümpfe,,,,medias,meias,,,,,,,
clothes,stole,stole,gestohlen,,,,robó,estola,,,,,,,
clothes,suit,suit,anzug,,,,traje,fato,,,,,,,
clothes,sun hat,sun hat,sonnenhut,,,,sombrero para el sol,chapéu de sol,,,,,,,
clothes,sunbonnet,sunbonnet,sonnenhut,,,,sunbonnet,chapéu de sol,,,,,,,
clothes,sundress,sundress,sonntagskleid,,,,vestido de verano,vestido de verão,,,,,,,
clothes,sunglasses,sunglasses,sonnenbrille,,,,gafas de sol,óculos de sol,,,,,,,
clothes,suspenders,suspenders,hosenträger,,,,tirantes,suspensórios,,,,,,,
clothes,sweater,sweater,pullover,,,,jersey,camisola,,,,,,,
clothes,sweatpants,sweatpants,jogginghose,,,,pantalones de chándal,calças de treino,,,,,,,
clothes,sweatshirt,sweatshirt,sweatshirt,,,,sudadera,camisola,,,,,,,
clothes,sweatsuit,sweatsuit,sweatsuit,,,,sudadera,fato de treino,,,,,,,
clothes,swimsuit,swimsuit,badeanzug,,,,bañador,fato de banho,,,,,,,
clothes,tam,tam,tam,,,,tam,tam,,,,,,,
clothes,tank top,tank top,tanktop,,,,camiseta sin mangas,camisola regata,,,,,,,
clothes,teddy,teddy,teddy,,,,osito,ursinho,,,,,,,
clothes,threads,threads,gewinde,,,,hilos,fios,,,,,,,
clothes,tiara,tiara,tiara,,,,tiara,tiara,,,,,,,
clothes,tie,tie,krawatte,,,,corbata,empate,,,,,,,
clothes,tie clip,tie clip,krawattenspange,,,,alfiler de corbata,clipe de gravata,,,,,,,
clothes,tights,tights,strumpfhosen,,,,medias,collants,,,,,,,
clothes,toga,toga,toga,,,,toga,toga,,,,,,,
clothes,togs,togs,.,,,,togs,calças de ganga,,,,,,,
clothes,top,top,top,,,,top,topo,,,,,,,
clothes,top coat,top coat,deckschicht,,,,capa final,revestimento superior,,,,,,,
clothes,top hat,top hat,zylinderhut,,,,sombrero de copa,cartola,,,,,,,
clothes,train,train,zug,,,,tren,comboio,,,,,,,
clothes,trench coat,trench coat,trenchcoat,,,,gabardina,gabardina,,,,,,,
clothes,trousers,trousers,hose,,,,pantalones,calças,,,,,,,
clothes,trunks,trunks,stämme,,,,troncos,troncos,,,,,,,
clothes,tshirt,tshirt,tshirt,,,,camiseta,t-shirt,,,,,,,
clothes,tube top,tube top,röhrenoberteil,,,,top tubular,top tubular,,,,,,,
clothes,tunic,tunic,tunika,,,,túnica,túnica,,,,,,,
clothes,turban,turban,turban,,,,turbante,turbante,,,,,,,
clothes,turtleneck,turtleneck,rollkragenpullover,,,,cuello alto,gola alta,,,,,,,
clothes,turtleneck shirt,turtleneck shirt,rollkragenshirt,,,,camisa de cuello alto,camisa de gola alta,,,,,,,
clothes,tutu,tutu,tutu,,,,tutú,tutu,,,,,,,
clothes,tux,tux,smoking,,,,esmoquin,smoking,,,,,,,
clothes,tuxedo,tuxedo,smoking,,,,esmoquin,smoking,,,,,,,
clothes,tweed jacket,tweed jacket,tweedjacke,,,,chaqueta de tweed,casaco de tweed,,,,,,,
clothes,twill,twill,twill,,,,sarga,sarja,,,,,,,
clothes,twin set,twin set,twinset,,,,juego de gemelos,conjunto duplo,,,,,,,
clothes,umbrella,umbrella,regenschirm,,,,paraguas,guarda-chuva,,,,,,,
clothes,underclothes,underclothes,unterwäsche,,,,ropa interior,roupa interior,,,,,,,
clothes,undershirt,undershirt,unterhemd,,,,camiseta interior,camisola interior,,,,,,,
clothes,underwear,underwear,unterwäsche,,,,ropa interior,roupa interior,,,,,,,
clothes,uniform,uniform,einheitlich,,,,uniforme,uniforme,,,,,,,
clothes,veil,veil,schleier,,,,velo,véu,,,,,,,
clothes,velcro,velcro,klettverschluss,,,,velcro,velcro,,,,,,,
clothes,vest,vest,unterhemd,,,,chaleco,colete,,,,,,,
clothes,vestments,vestments,gewänder,,,,vestimentas,vestes,,,,,,,
clothes,visor,visor,visier,,,,visera,viseira,,,,,,,
clothes,waders,waders,wathosen,,,,vadeadores,vadeadores,,,,,,,
clothes,waistcoat,waistcoat,weste,,,,chaleco,colete,,,,,,,
clothes,wear,wear,tragen,,,,desgaste,desgaste,,,,,,,
clothes,wedding gown,wedding gown,hochzeitskleid,,,,vestido de novia,vestido de noiva,,,,,,,
clothes,wellingtons,wellingtons,gummistiefel,,,,botas de agua,galochas,,,,,,,
clothes,wetsuit,wetsuit,neoprenanzug,,,,traje de neopreno,fato de mergulho,,,,,,,
clothes,white tie,white tie,weiße krawatte,,,,corbata blanca,gravata branca,,,,,,,
clothes,wig,wig,perücke,,,,peluca,peruca,,,,,,,
clothes,windbreaker,windbreaker,windbreaker,,,,cortavientos,corta-vento,,,,,,,
clothes,woolens,woolens,wolle,,,,lanas,lãs,,,,,,,
clothes,wrap,wrap,wickeln,,,,envolver,invólucro,,,,,,,
clothes,xback dress,xback dress,xback kleid,,,,vestido xback,vestido xback,,,,,,,
clothes,yoga pants,yoga pants,yogahose,,,,pantalones de yoga,calças de ioga,,,,,,,
clothes,yoke,yoke,joch,,,,yugo,jugo,,,,,,,
clothes,zipper,zipper,reißverschluss,,,,cremallera,fecho de correr,,,,,,,
clothes,zipup hoodie,zipup hoodie,kapuzenpullover mit reißverschluss,,,,sudadera con cremallera,casaco com capuz com fecho de correr,,,,,,,
clothes,zoot suit,zoot suit,zoot-suit,,,,traje zoot,fato de treino,,,,,,,
clothes,zoris,zoris,zoris,,,,zoris,zoris,,,,,,,
colors,amber,amber,amber,,,,ámbar,âmbar,,,,,,,
colors,amethyst,amethyst,amethyst,,,,amatista,ametista,,,,,,,
colors,apricot,apricot,aprikose,,,,albaricoque,damasco,,,,,,,
colors,aqua,aqua,aqua,,,,aqua,água,,,,,,,
colors,aquamarine,aquamarine,aquamarin,,,,aguamarina,água-marinha,,,,,,,
colors,auburn,auburn,auburn,,,,auburn,castanho-avermelhado,,,,,,,
colors,azure,azure,azurblau,,,,azure,azul,,,,,,,
colors,beige,beige,beige,,,,beige,bege,,,,,,,
colors,black,black,schwarz,,,,negro,preto,,,,,,,
colors,blue,blue,blau,,,,azul,azul,,,,,,,
colors,bronze,bronze,bronze,,,,bronce,bronze,,,,,,,
colors,brown,brown,braun,,,,marrón,castanho,,,,,,,
colors,buff,buff,schwabbelig,,,,buff,buff,,,,,,,
colors,burnt umber,burnt umber,gebrannter umbra,,,,ámbar quemado,âmbar queimado,,,,,,,
colors,cardinal,cardinal,kardinal,,,,cardinal,cardeal,,,,,,,
colors,carmine,carmine,karminrot,,,,carmín,carmim,,,,,,,
colors,celadon,celadon,celadon,,,,celadón,celadon,,,,,,,
colors,cerise,cerise,cerise,,,,cerise,cerise,,,,,,,
colors,cerulean,cerulean,azurblau,,,,cerúleo,cerúleo,,,,,,,
colors,charcoal,charcoal,holzkohle,,,,carbón,carvão vegetal,,,,,,,
colors,chartreuse,chartreuse,chartreuse,,,,chartreuse,chartreuse,,,,,,,
colors,chocolate,chocolate,schokolade,,,,chocolate,chocolate,,,,,,,
colors,cinnamon,cinnamon,zimt,,,,canela,canela,,,,,,,
colors,color,color,farbe,,,,color,cor,,,,,,,
colors,complementary,complementary,komplementär,,,,complementario,complementares,,,,,,,
colors,copper,copper,kupfer,,,,cobre,cobre,,,,,,,
colors,coral,coral,koralle,,,,coral,coral,,,,,,,
colors,cream,cream,creme,,,,crema,creme,,,,,,,
colors,crimson,crimson,karminrot,,,,carmesí,carmesim,,,,,,,
colors,cyan,cyan,cyanfarben,,,,cian,ciano,,,,,,,
colors,dark,dark,dunkel,,,,oscuro,escuro,,,,,,,
colors,denim,denim,denim,,,,vaqueros,ganga,,,,,,,
colors,desert sand,desert sand,wüstensand,,,,arena del desierto,areia do deserto,,,,,,,
colors,ebony,ebony,ebenholz,,,,ébano,ébano,,,,,,,
colors,ecru,ecru,ecru,,,,crudo,cru,,,,,,,
colors,eggplant,eggplant,aubergine,,,,berenjena,beringela,,,,,,,
colors,emerald,emerald,smaragd,,,,esmeralda,esmeralda,,,,,,,
colors,forest green,forest green,waldgrün,,,,verde bosque,verde floresta,,,,,,,
colors,fuchsia,fuchsia,fuchsia,,,,fucsia,fúcsia,,,,,,,
colors,gold,gold,gold,,,,oro,ouro,,,,,,,
colors,goldenrod,goldenrod,goldrute,,,,vara de oro,vara de ouro,,,,,,,
colors,gray,gray,grau,,,,gris,cinzento,,,,,,,
colors,green,green,grün,,,,verde,verde,,,,,,,
colors,grey,grey,grau,,,,gris,cinzento,,,,,,,
colors,hot pink,hot pink,heißes pink,,,,rosa fuerte,rosa choque,,,,,,,
colors,hue,hue,farbton,,,,matiz,matiz,,,,,,,
colors,indigo,indigo,indigo,,,,añil,índigo,,,,,,,
colors,ivory,ivory,elfenbein,,,,marfil,marfim,,,,,,,
colors,jade,jade,jade,,,,jade,jade,,,,,,,
colors,jet,jet,jet,,,,jet,jato,,,,,,,
colors,jungle green,jungle green,dschungelgrün,,,,verde selva,verde selva,,,,,,,
colors,kelly green,kelly green,kellygrün,,,,kelly green,verde-amarelo,,,,,,,
colors,khaki,khaki,khaki,,,,caqui,caqui,,,,,,,
colors,lavender,lavender,lavendel,,,,lavanda,lavanda,,,,,,,
colors,lemon,lemon,zitrone,,,,limón,limão,,,,,,,
colors,light,light,licht,,,,luz,luz,,,,,,,
colors,lilac,lilac,fliederfarben,,,,lila,lilás,,,,,,,
colors,lime,lime,kalk,,,,cal,cal,,,,,,,
colors,magenta,magenta,magenta,,,,magenta,magenta,,,,,,,
colors,mahogany,mahogany,mahagoni,,,,caoba,mogno,,,,,,,
colors,maroon,maroon,kastanienbraun,,,,granate,castanho,,,,,,,
colors,mauve,mauve,mauve,,,,malva,lilás,,,,,,,
colors,mustard,mustard,senf,,,,mostaza,mostarda,,,,,,,
colors,navy blue,navy blue,marineblau,,,,azul marino,azul-marinho,,,,,,,
colors,ocher,ocher,ocker,,,,ocre,ocre,,,,,,,
colors,olive,olive,olive,,,,oliva,azeitona,,,,,,,
colors,orange,orange,orange,,,,naranja,laranja,,,,,,,
colors,orchid,orchid,orchidee,,,,orquídea,orquídea,,,,,,,
colors,pale,pale,blass,,,,pálido,pálido,,,,,,,
colors,pastel,pastel,pastellfarben,,,,pastel,pastel,,,,,,,
colors,peach,peach,pfirsich,,,,melocotón,pêssego,,,,,,,
colors,periwinkle,periwinkle,immergrüner,,,,bígaro,pervinca,,,,,,,
colors,persimmon,persimmon,dattelpflaume,,,,caqui,dióspiro,,,,,,,
colors,pewter,pewter,zinn,,,,peltre,estanho,,,,,,,
colors,pink,pink,rosa,,,,rosa,cor-de-rosa,,,,,,,
colors,primary,primary,primär,,,,principal,primário,,,,,,,
colors,puce,puce,violett,,,,puce,púrpura,,,,,,,
colors,pumpkin,pumpkin,kürbis,,,,calabaza,abóbora,,,,,,,
colors,purple,purple,lila,,,,morado,púrpura,,,,,,,
colors,rainbow,rainbow,regenbogen,,,,arco iris,arco-íris,,,,,,,
colors,red,red,rot,,,,rojo,vermelho,,,,,,,
colors,rose,rose,rose,,,,rosa,rosa,,,,,,,
colors,ruby,ruby,rubinrot,,,,rubí,rubi,,,,,,,
colors,russet,russet,rotbraun,,,,rojizo,castanho-avermelhado,,,,,,,
colors,rust,rust,rost,,,,óxido,ferrugem,,,,,,,
colors,saffron,saffron,safran,,,,azafrán,açafrão,,,,,,,
colors,salmon,salmon,lachs,,,,salmón,salmão,,,,,,,
colors,sapphire,sapphire,saphir,,,,zafiro,safira,,,,,,,
colors,scarlet,scarlet,scharlachrot,,,,escarlata,escarlate,,,,,,,
colors,sea green,sea green,meergrün,,,,verde mar,verde-mar,,,,,,,
colors,secondary,secondary,sekundär,,,,secundario,secundário,,,,,,,
colors,sepia,sepia,sepia,,,,sepia,sépia,,,,,,,
colors,shade,shade,farbton,,,,sombra,sombra,,,,,,,
colors,shamrock,shamrock,kleeblatt,,,,trébol,trevo,,,,,,,
colors,sienna,sienna,siena,,,,sienna,sienna,,,,,,,
colors,silver,silver,silber,,,,plata,prata,,,,,,,
colors,slate,slate,schiefer,,,,pizarra,ardósia,,,,,,,
colors,spectrum,spectrum,spektrum,,,,espectro,espetro,,,,,,,
colors,steel blue,steel blue,stahlblau,,,,azul acero,azul aço,,,,,,,
colors,tan,tan,bräunen,,,,tan,bronzeado,,,,,,,
colors,tangerine,tangerine,mandarine,,,,mandarina,tangerina,,,,,,,
colors,taupe,taupe,taupe,,,,topo,cinzento,,,,,,,
colors,teal,teal,teal,,,,cerceta,azul-petróleo,,,,,,,
colors,terracotta,terracotta,terrakotta,,,,terracota,terracota,,,,,,,
colors,thistle,thistle,distel,,,,cardo,cardo,,,,,,,
colors,tint,tint,tönung,,,,tinte,tonalidade,,,,,,,
colors,tomato,tomato,tomate,,,,tomate,tomate,,,,,,,
colors,topaz,topaz,topas,,,,topacio,topázio,,,,,,,
colors,turquoise,turquoise,türkis,,,,turquesa,turquesa,,,,,,,
colors,ultramarine,ultramarine,ultramarine,,,,ultramar,ultramarino,,,,,,,
colors,umber,umber,umber,,,,umber,número,,,,,,,
colors,vermilion,vermilion,zinnoberrot,,,,bermellón,vermelhão,,,,,,,
colors,violet,violet,violett,,,,violeta,violeta,,,,,,,
colors,viridian,viridian,viridian,,,,viridian,viridiano,,,,,,,
colors,wheat,wheat,weizen,,,,trigo,trigo,,,,,,,
colors,white,white,weiß,,,,blanco,branco,,,,,,,
colors,wisteria,wisteria,wisteria,,,,glicinas,glicínias,,,,,,,
colors,yellow,yellow,gelb,,,,amarillo,amarelo,,,,,,,
computer,algorithm,algorithm,algorithmus,,,,algoritmo,algoritmo,,,,,,,
computer,analog,analog,analog,,,,analógico,análogo,,,,,,,
computer,app,app,app,,,,aplicación,aplicação,,,,,,,
computer,application,application,anmeldung,,,,aplicación,aplicação,,,,,,,
computer,array,array,array,,,,matriz,matriz,,,,,,,
computer,backup,backup,backup,,,,copia de seguridad,apoio,,,,,,,
computer,bandwidth,bandwidth,bandbreite,,,,ancho de banda,largura de banda,,,,,,,
computer,binary,binary,binär,,,,binario,binário,,,,,,,
computer,bit,bit,bit,,,,bit,bit,,,,,,,
computer,bitmap,bitmap,bitmap,,,,mapa de bits,mapa de bits,,,,,,,
computer,blog,blog,blog,,,,blog,blogue,,,,,,,
computer,blogger,blogger,blogger,,,,blogger,bloguista,,,,,,,
computer,bookmark,bookmark,lesezeichen,,,,marcador,marcador,,,,,,,
computer,boot,boot,boot,,,,arranque,bota,,,,,,,
computer,broadband,broadband,breitband,,,,banda ancha,banda larga,,,,,,,
computer,browser,browser,browser,,,,navegador,navegador,,,,,,,
computer,buffer,buffer,puffer,,,,búfer,tampão,,,,,,,
computer,bug,bug,fehler,,,,error,inseto,,,,,,,
computer,bus,bus,bus,,,,autobús,autocarro,,,,,,,
computer,byte,byte,byte,,,,byte,byte,,,,,,,
computer,cache,cache,cache,,,,caché,cache,,,,,,,
computer,caps lock,caps lock,feststelltaste,,,,bloqueo de mayúsculas,bloqueio de maiúsculas,,,,,,,
computer,captcha,captcha,captcha,,,,captcha,captcha,,,,,,,
computer,cdrom,cdrom,cdrom,,,,cdrom,cdrom,,,,,,,
computer,client,client,kunde,,,,cliente,cliente,,,,,,,
computer,clip art,clip art,clip-art,,,,imágenes prediseñadas,clip art,,,,,,,
computer,clip board,clip board,klemmbrett,,,,tablero con sujetapapeles,prancheta,,,,,,,
computer,cloud computing,cloud computing,cloud-computing,,,,computación en nube,computação em nuvem,,,,,,,
computer,command,command,befehl,,,,comando,comando,,,,,,,
computer,compile,compile,kompilieren,,,,compilar,compilar,,,,,,,
computer,compress,compress,komprimieren,,,,comprimir,comprimir,,,,,,,
computer,computer,computer,computer,,,,ordenador,computador,,,,,,,
computer,computer program,computer program,computerprogramm,,,,programa informático,programa informático,,,,,,,
computer,configure,configure,konfigurieren.,,,,configure,configurar,,,,,,,
computer,cookie,cookie,cookie,,,,galleta,biscoito,,,,,,,
computer,copy,copy,kopieren.,,,,copia,cópia,,,,,,,
computer,cpu central processing unit,cpu central processing unit,cpu - zentrale recheneinheit,,,,cpu unidad central de proceso,cpu unidade central de processamento,,,,,,,
computer,cybercrime,cybercrime,internetkriminalität,,,,ciberdelincuencia,cibercrime,,,,,,,
computer,cyberspace,cyberspace,cyberspace,,,,ciberespacio,ciberespaço,,,,,,,
computer,dashboard,dashboard,dashboard,,,,salpicadero,painel de controlo,,,,,,,
computer,data,data,daten,,,,datos,dados,,,,,,,
computer,data mining,data mining,data-mining,,,,minería de datos,extração de dados,,,,,,,
computer,database,database,datenbank,,,,base de datos,base de dados,,,,,,,
computer,debug,debug,fehlersuche,,,,depurar,depurar,,,,,,,
computer,decompress,decompress,dekomprimieren,,,,descomprimir,descomprimir,,,,,,,
computer,delete,delete,löschen,,,,borrar,apagar,,,,,,,
computer,desktop,desktop,desktop,,,,escritorio,ambiente de trabalho,,,,,,,
computer,development,development,entwicklung,,,,desarrollo,desenvolvimento,,,,,,,
computer,digital,digital,digital,,,,digital,digital,,,,,,,
computer,disk,disk,festplatte,,,,disco,disco,,,,,,,
computer,dns domain name system,dns domain name system,dns domain-namen-system,,,,dns sistema de nombres de dominio,dns sistema de nomes de domínio,,,,,,,
computer,document,document,dokument,,,,documento,documento,,,,,,,
computer,domain,domain,domain,,,,dominio,domínio,,,,,,,
computer,domain name,domain name,domain-name,,,,nombre de dominio,nome de domínio,,,,,,,
computer,dot,dot,punkt,,,,punto,ponto,,,,,,,
computer,dot matrix,dot matrix,punktmatrix,,,,matriz de puntos,matriz de pontos,,,,,,,
computer,download,download,herunterladen,,,,descargar,descarregar,,,,,,,
computer,drag,drag,ziehen,,,,arrastre,arrastar,,,,,,,
computer,dvd digital versatile disc,dvd digital versatile disc,dvd digital versatile disc,,,,dvd disco versátil digital,dvd disco versátil digital,,,,,,,
computer,dynamic,dynamic,dynamisch,,,,dinámico,dinâmico,,,,,,,
computer,email,email,e-mail,,,,correo electrónico,correio eletrónico,,,,,,,
computer,emoticon,emoticon,emoticon,,,,emoticono,emoticon,,,,,,,
computer,encrypt,encrypt,verschlüsseln,,,,codificar,encriptar,,,,,,,
computer,encryption,encryption,verschlüsselung,,,,encriptación,encriptação,,,,,,,
computer,enter,enter,eingeben.,,,,entre en,entrar,,,,,,,
computer,exabyte,exabyte,exabyte,,,,exabyte,exabyte,,,,,,,
computer,faq frequently asked questions,faq frequently asked questions,faq häufig gestellte fragen,,,,faq preguntas frecuentes,faq perguntas frequentes,,,,,,,
