topic,source_word,en,de,nl,cs,it,es,PT-PT,ro,da,fr,pl,hu,el,NB
animals,vulcanodon,vˈʌlkɐnˌɑːdən,vˈʊlkanˌoːdoːn,vˌɵlkaːnoːdˈɔn,vˈultsanˌodon,vʊlkanodˈonte,bˌulkanˈoðon,vˌuwkɐnudˈoŋtɨ,vˌulkanodˈon,ʋˈʔulkanˌʔoðʔʌn,vylkanodˈɔ̃,vˌulkanˈɔdɔn,vˈultsɑnodon,(en)vˈʌlkɐnˌɒdən(el),vˈʉlkanˌuːduːn
animals,vulture,vˈʌltʃɚ,ɡˈaɪɜ,ɣˈir,sˈupi,avvoltˈojo,bwˈitɾe,ˌɐbˈutɹɨ,vˈultur,ɡʁˈʔib,votˈuʁ,sˈɛmp,kˈɛʃɛjyː,jˈipas,ɡrˈɪbː
animals,walkingstick,wˈɔːkɪŋstˌɪk,ʃpatsˈiːɾstɔk,ʋˈɑndɛlstˌɔk,vˈalkiŋkstitsk,bastˈone da passˈedʒːo,bastˈon,bˌeɪŋɡˈalɐ,bastˈon,spasˈʔeʔʌstˌʔʌk,batˈɔ̃ də- mˈaʁʃ,lˈaska,ʃˈeːtɑpaːltsɑ,(en)wˈɔːkɪŋstˌɪk(el),spˈasarʃtˌɔkː
animals,wallaby,wˈɔləbi,vˈalabˌiː,ʋˈɑlaːbˌi,vˈalabi,wallˈabɪ,waʎˈaβi,kˌɐ̃ŋɡuɾˈu,walˈabi,wˈʌːlabˌʔy,(en)wˈɒləbi(fr),valˈabja,vˈɑllɑbi,(en)wˈɒləbi(el),vˈɑllabˌyː
animals,walrus,wˈɔlɹəs,vˈalrɔs,ʋˈɑlrɵs,mrˈoʃ,trikˈɛko,mˈoɾsa,mˈɔɾəsɐ,mˈorsə,ʋˈalʁʔos,mˈɔʁs,mˈɔrs,rˈozmaːr,θalˈassjos ˈipos,vˈɑlrɔs
animals,warthog,wˈɔːɹthɑːɡ,vˈaɾtsənʃvˌaɪn,vrˌɑtənzʋˈɛɪn,prˈasata brˈadavˌitʃnataː,fakˈɔtʃero,waɾtˈoɡ,ʒˌɐvɐlˈi,pˈork mistrˈets,ʋˈɒɒtʔesʋˌʔin,fakoʃˈɛʁ,ɡˈuɕtsɛ,vˈɑrɑtʃkoʃ dˈisnoː,(en)wˈɔːthɒɡ(el),vˈʊrtəsvˌiːn
animals,wasp,wˈɑːsp,vˈɛspə,ʋˈɛsp,vˈosi,vˈɛspa,aβˈispa,vˈeʃpɐ,vjˈespe,ʋˈʔeps,ɡˈɛp,ˈɔsa,dˈɑraːʒ,sfˈika,vˈɛps
animals,water moccasin,wˈɔːɾɚ mˈɑːkəsɪn,vˈasɜmˌoːkasˌiːn,ʋˈaːtərmˌɔkkaːzˌɪn,vˈodɲiː mˈokasiːn,mokassˈino dˈakːwa,mˌokasˈin de ˈaɣwa,mˌukɐsˈiŋ ˌɐkwˈatikʊ,mˌokasˈin de ˈapə,ʋˈanmʔʌkˌasʔin,mokasˈɛ̃ dˈo,mɔkˈasɨn vˈɔdnɨ,vˈizimokɑsin,mˌokasˈinos tu nerˈu,vˈɑnmɔkːˌasiːn
animals,water strider,wˈɔːɾɚ stɹˈaɪdɚ,vˈasɜlˌɔøfɜ,sxˈaːtsər,vˈodɲiː jˈezdets,korɾidˈore dˈakːwa,tɾˌanseˈunte akwˈatiko,kˌɐvɐlˈeɪɾw ˌɐkwˈatikʊ,stridˈer de ˈapə,ʋˈanlœbˌʔʌ,lˈo stʁidˈe,vˈɔdnɨ strˈidɛr,vˈizituːraːzoː,kˌavalˈariz nerˈu,vˈɑnløːpər
animals,waterbug,wˈɔːɾɚbˌʌɡ,vˈasɜvˌantsə,ʋˌaːtərʋˈɑnts,vˈodɲiː brˈoʊtsi,tʃˈimitʃe dˈakːwa,wˌateɾβˈuɡ,ˌiŋsˈɛtw ˌɐkwˈatikʊ,insˈekta de ˈapə,ʋˈanbʔilə,pynˈɛz dˈo,plˈuskfa vˈɔdna,vˈizipoloʃkɑ,iðrˈoviˌa,vˈɑnnɪnsˌɛkt
animals,weasel,wˈiːzəl,vˈiːzəl,ʋeːzˈɛl,lˈasitʃka,dˈɔnnola,kˌomaðɾˈexa,dˌunˈiɲɐ,nˌevəstwˈikə,ʋˈɛsəl,fwˈin,waɕˈitsa,mˈɛɲeːt,nifˈitsa,rˈøyskɑtː
animals,weddell seal,wˈɛdɛl sˈiːl,kˈaɪlziːɡəl,ʋˈɛdɛl zˈeːhˌɔnt,vˈeddelˌova pˈetʃec,sidʒˈillo dɪ wˈedːel,sˈeʎo wedðˈeʎ,sˈelʊ dɨ wɨdˈɛl,sˌidʒilˈiʊl wedˈel,wˈʔeðεlsˌεl,fˈok də- (en)wˈɛdɛl(fr),pʲˈɛtʃɛɲdʑ vɛddˈɛlla,vˈɛdːɛll pˈɛtʃeːt,sfrajˈiða (en)wˈɛdɛl(el),vˈɛdːɛl sˈeːal
animals,weevil,wˈiːvəl,rˈʏsəlkˌɛːfɜ,snˈœytkəvər,vˈeevil,tˈonkio,ɡoɾɣˈoxo,ɡˌuɾəɡˈuʎʊ,ɡərɡˈəɾitsˌə,snˈuðəbʔilə,ʃaʁɑ̃sˈɔ̃,vˈɔwɛk,vˈɛɛvil,skaθˈari,snˈʉːteːbˌɪlla
animals,west highland white terrier,wˈɛst hˈaɪlənd wˈaɪt tˈɛɹiɚ,vˈɛst (en)hˈaɪlənd(de) vˈiːtə tɛrˈiːɾ,ʋˈɛst hˈɪɣlɑnt ʋˈɪtə tˈɛɾriər,vˈest hˈikhland fhˈite tˈerieːr,terɾiˈɛr bjˈanko dˌelle ˈiɡlands otʃːidentˈalɪ,wˈest iɣlˈand wˈite tˌeriˈeɾ,tˌeʁiˈɛɹ bɹˈɐ̃ŋkʊ dɐʒ mˌuŋtˈɐ̃ɲɐz ˌɔsidˌentˈaɪʃ,wˈest hiɡlˈand whˈite terjˈer,ʋˈʔið wˈεst hˈaɪlan tˈεɐ̯ɐ̯jʔʌ,(en)wˈɛst hˈaɪlənd wˈaɪt(fr) tɛʁjˈe,vˈɛst çˈiɡlant fçˈitɛ tˈɛrʲɛr,vˈɛʃt hˈiɡhlɑnd vhˈitɛ tˈɛriɛr,(en)wˈɛst hˈaɪlənd wˈaɪt tˈɛɹiə(el),vˈɛst hˈɪɡhlɑnn vhˈiːta tˈarriːər
animals,western meadowlark,wˈɛstɚn mˈɛdoʊlˌɑːɹk,vˈɛstlɪçə vˈiːzənlɜçə,vˈɛldleʊˌɪːrɪk,skr̝̊ˈivan pˈolɲiː,allˈɔdola otʃːidentˈale,alˈondɾa pɾatˈɛnse ˌokθiðentˈal,ˌɑlkɐɾɐvˈɐ̃ʊ̃dʊʃpɹˈadʊʃ,tʃokˈɨrlja de pˈaʒiʃtˌe vestˈikə,ʋˈεstlʔi ˈεŋʁylə,alwˈɛt de- ʃˈɑ̃,skɔvrˈɔnɛk wɔŋkˈɔvɨ,ɲˈuɡɑti rˈeːti pˈɑtʃirtɑ,ðˌitikˈoz lˌivaðˌopapaɣˈanas,vˈɛstlɪ ˈɛŋlarka
animals,western spotted owl,wˈɛstɚn spˈɑːɾᵻd ˈaʊl,vˈɛstlɪçɜ flˈɛkənkˌaʊts,ʋˈɛstələkə ɣəvlˈɛktə ˈœyl,sˈova pˈaːlenaː zˈaːpadɲiː,ɡˈufo makʊlˈato otʃːidentˈale,bˈuo mˌoteˈaðo ˌokθiðentˈal,kˌuɾˈuʒɐ mˌɐ̃ŋʃˈadɐ dʊ ˌuˈɛʃtɨ,bufnˈitsa pˈestritsˌə de vˈest,ʋˈεstlʔi plˈεtəð ˈulə,ʃwˈɛt taʃtˈe də- lwˈɛst,zaxˈɔdɲʲa sˈɔva plamˈista,ɲˈuɡɑti fˈoltoʃ bˈɑɡoj,ðˌiticˈi kˌukuvˈaja,vˈɛstlɪ flˈɛkːʉɡla
animals,whale,wˈeɪl,vˈɑːl,ʋˈɑlvɪs,vˈelriba,balˈena,baʎˈena,bˌɐlˈeɪɐ,balˈenə,ʋˈal,balˈɛn,vʲɛlˈɔrɨp,bˈaːlnɑ,fˈalenˌa,vˈal
animals,whale shark,wˈeɪl ʃˈɑːɹk,vˈalhaɪ,ʋˈɑlvɪshˌaːj,ʒrˈalok vˈelribiː,skwˈalo balˈena,tˌiβuɾˈom baʎˈena,tˌubɐɾˈɐ̃ʊ̃bˌɐlˈeɪɐ,rekˈin balˈenə,ʋˈalh?ɑj,ʁəkˈɛ̃balˈɛn,rˈɛkin vʲˌɛlɔrˈɨbʲi,bˈaːlnɑtsaːpɑ,fˌalenˌokarxarˈias,vˈɑlhɑɪ
animals,whelk,wˈɛlk,vˈɛlhɔɾnʃnˌɛkə,ʋˈɵlk,pʃˈeɲitse,sjˈɛro dɪ lˈatːe,wˈelk,bˈuzjʊ,hrˈiʃkə,ʋˈalɐ̯ʔʌkə,butʃˈin,ˈɔkɔɲ,vhˈɛlk,fterˈuɣa,vˈɑlk
animals,whip scorpion,wˈɪp skˈɔːɹpiən,pˌaɪtʃənskɔɾpjˈoːn,zʋˌeːpsxɔrpiˈun,ʃkˈorpioːn s bˈitʃem,skorpjˈone a frˈusta,ˌeskoɾpjˈon lˈatiɣo,ʃkˌuɾəpiˈɐ̃ʊ̃ ʃˌikˈɔtɨ,bˈitʃʲ skorpjˈon,pˈʔiskεskˌɒpʔiˌʔon,skɔʁpjˈɔ̃ fwɛtˈe,bʲˈitʃ skɔrpʲˈɔna,ˈoʃtoroʃ ʃkˈorpioː,skorpçˈoz mastˈijo,pˈɪskəskˌɔrpiːˌuːn
animals,whippet,wˈɪpɪt,vˈɪpət,ʋhˈɪpɛt,fhˈippet,kapriˈɔlo,wippˈet,wipˈɛtʃ,motˈan,whˈʔipəð,(en)wˈɪpɪt(fr),fçˈippɛt,vhˈipːɛt,(en)wˈɪpɪt(el),vhˈɪpːət
animals,white bengal tiger,wˈaɪt bˌɛŋɡˈɔːl tˈaɪɡɚ,vˈaɪsɜ bɛŋˈɑlɪʃɜ tˈiːɡɜ,ʋˈɪtə bəŋˈaːlsə tˈɛɪɣər,bˈiːliː bˈeŋɡaːlskiː tˈiɡr̩,tˈiɡre bjˈanka del beŋɡˈala,tˈiɣɾe βlˈanko ðe βeŋɡˈala,tˈiɡɹɨ dɨ bˌeɪŋɡˈalɐ bɹˈɐ̃ŋkʊ,tˈiɡru ˈalb beŋɡˈal,ʋˈʔið bʔenɡˈal tˈiʌ,tˈiɡʁ blˈɑ̃ dy- bɑ̃ɡˈal,bjˈawɨ tˈɨɡrɨz bɛŋɡˈalski,fˈɛheːr bˈɛnɡaːli tˈiɡriʃ,lefcˈi tˈiɣri tiz veŋɡˈalis,vˈiːt bəŋˈal tˈiːɡər
animals,white dove,wˈaɪt dˈʌv,vˈaɪsə tˈaʊbə,ʋˈɪtə dˈœyf,bˈiːlaː hˈolubˌitse,kolˈomba bjˈanka,palˈoma βlˈanka,pˈombɐ bɹˈɐ̃ŋkɐ,pˌoɾumbˈel ˈalb,ʋˈʔið dˈuː,kolˈɔ̃b blˈɑ̃ʃ,bjˈawɨ ɡˈɔwɔmp,fˈɛheːr ɡˈɑlɑmb,lefkˈo pˌeristˈeri,vˈiːt dˈʉːa
animals,white pelican,wˈaɪt pˈɛlɪkən,vˈaɪsɜ pˌeːliːkˈɑːn,ʋˈɪtə pˌeːlikˈaːn,pˈelikaːn bˈiːliː,pellikˈano bjˈanko,pelˈikano βlˈanko,pˌelikˈɐ̃nʊ bɹˈɐ̃ŋkʊ,pˌelikˈan ˈalb,ʋˈʔið pˌʔelʔekˈan,pelikˈɑ̃ blˈɑ̃,bjˈawɨ pɛlˈikan,fˈɛheːr pˈɛlikaːn,lefkˈos pˌelekˈanos,vˈiːt pˈeːliːkˌan
animals,white rhinoceros,wˈaɪt ɹaɪnˈɑːsɚɹəs,bɾˈaɪtmaʊlnˌashɔɾn,ʋˈɪtə nˈøːshɔːrn,nˈosorˌoʒedʑ bˈiːliː,rinotʃerˈonte bjˈanko,rˌinoθeɾˈonte βlˈanko,ʁˌinusɨɾˈoŋtɨ bɹˈɐ̃ŋkʊ,rˌinotʃˈer ˈalb,ʋˈʔit nˈɛsəhɒn,ʁinoseʁˈɔs blˈɑ̃,nˌɔsɔrˈɔʒɛdʑ bjˈawɨ,fˈɛheːr ˈorsɑrvuː,lefkˈoz rinˈocerˌos,vˈɪtː nˈɛshɔrn
animals,white tiger,wˈaɪt tˈaɪɡɚ,vˈaɪsɜ tˈiːɡɜ,ʋˈɪtə tˈɛɪɣər,bˈiːliː tˈiɡr̩,tˈiɡre bjˈanka,tˈiɣɾe βlˈanko,tˈiɡɹɨ bɹˈɐ̃ŋkʊ,tˈiɡru ˈalb,ʋˈʔið tˈiʌ,tˈiɡʁ blˈɑ̃,bjˈawɨ tˈɨɡrɨs,fˈɛheːr tˈiɡriʃ,lefcˈi tˈiɣri,vˈiːt tˈiːɡər
animals,whitebreasted nuthatch,wˈaɪtbɹɛstᵻd nˈʌθætʃ,vˈaɪsbɾʊstklˌaɪbɜ,bˈoːmkləvər,kˈaloʊs ˈuʃatiː,pˈikːio mʊratˈore,tɾˌepaðˈoɾ aθˈul,pˈikɐpˈaʊdɨpˈeɪtʊbɹˈɐ̃ŋkʊ,pˌitsiɡˈoj ku pjˈept ˈalb,ʋˈʔiðbɐ̯ʔœstəð spˈεtm?ɑjsə,sitˈɛl a pwatʁˈin blˈɑ̃ʃ,kɔvˈaliɡ bjˌawɔʃˈɨi,fˈɛheːrveːryː kˈikɛritʃ,lefkˈosarkˌos kˌariðiˈas kˌariðiˈas,vˈɪtbrystspˌɛtːmaɪs
animals,whitespotted dolphin,wˈaɪtspɑːɾᵻd dˈɑːlfɪn,vˈaɪsstɾaɪfˌɛndəlfˌɪn,ʋˈɪtɣɛvlˌɛktə dɔlfˈɛɪn,dˈelfiːn bjˈelohˌubiː,delfˈino a mˈakːje bjˈanke,delfˈin listˈaðo,ɡˌulfˈiɲʊdɨpˈiŋtɐʒbɹˈɐ̃ŋkɐʃ,delfˈin ku pˈatə ˈalbə,ʋˈʔiðplεtəð dʔelfˈʔin,dofˈɛ̃ a tˈaʃ blˈɑ̃ʃ,dˈɛlfin bjˌawɔplˈamɨ,fˈɛheːrfoltoʃ dˈɛlfin,lefkˈosarkˌo ðelfˈini,vˈɪtfləkːdˌɛlfiːn
animals,whitetailed deer,wˈaɪtteɪld dˈɪɹ,vˈaɪsveːdˌɛlhɪɾʃ,ʋˈɪtstaːrtˌɛrtən,jˈelenedʑ bjˈeloˌotsasiː,tʃˈɛrvo a kˈoda bjˈanka,benˈaðo kˈola βlˈanka,vˌiˈadʊ dɨ kˈaʊdɐ bɹˈɐ̃ŋkɐ,tʃˈerb ku kˈɔada ˈalbə,ʋˈʔiðhaləð jˈʔʌɐ̯t,sˈɛʁ də- viʁʒinˈi,jˈɛlɛɲ bjˈɛlik,fˈɛheːrfɑrkuː sˈɑrvɑʃ,lˌefkoprˈionˌo elˈafi,vˈɪthalˌɛjʊrt
animals,wild cat,wˈaɪld kˈæt,vˈɪltkatsə,ʋˌɪldə kˈɑt,ɟˈivokaː kˈotʃka,ɡˈatːo selvˈatiko,ɡˈato salβˈaxe,ɡˈatʊ sˌelvˈaʒeɪŋ,pisˈikə sˌəlbatˈikə,ʋˈʔilkat,ʃˈa sovˈaʒ,dʑˈiki kˈɔt,vˈɑdmɑtʃkɑ,ˌaɣriˈoɣatˌa,vˈɪlkɑtː
animals,wild dog,wˈaɪld dˈɑːɡ,vˈɪlthʊnt,ʋˌɪldə hˈɔnt,ɟˈivokiː pˈes,kˈane selvˈatiko,pˈero salβˈaxe,kˈɐ̃ʊ̃ sˌelvˈaʒeɪŋ,kˈyɪne səlbˈatik,ʋˈʔil hˈʔun,ʃjˈɛ̃ sovˈaʒ,dʑˈiki pʲˈɛs,vˈɑdkucɑ,ˈaɣriˌos scˈilos,vˈɪlhʉnn
animals,wildebeest,wˈaɪldɪbˌiːst,ɡənˈuː,ɣnˈu,pˈakoɲe,ɲˈu,ɲˈu,ɡnˈu,antilˈopə ɡnˈu,ɡnˈʔu,ɡnˈu,ɡnˈu,ɡnˈuː,ɡnˈu,ŋnˈʉː
animals,wolf,wˈʊlf,vˈɔlf,ʋˈɔlf,vˈolf,lˈupo,lˈoβo,lˈobʊ,lˈup,ˈʔulʋ,lˈu,vˈilk,fˈɑrkɑʃ,(en)wˈʊlf(el),ˈʉlv
animals,wolverine,wˈʊlvɚɹˌiːn,fˈiːlfrˌɑːs,veːlvrˈaːt,rˈosomaːk,ɡjotːˈone,ɡlotˈon,kˌɐɾəkˈasɐ dɨ lˈobʊ,lupˈin,jˈεɐ̯ʋ,ɡlutˈɔ̃,rɔsˈɔmak,rˈoʒomaːk,ˌaðifˈaɣos,jˈarv
animals,wombat,wˈɑːmbæt,vɔmbˈɑːt,ʋˈɔmbɑt,vˈombat,vombˈato,wombˈat,vˌumbˈatɨ,wombˈat,wˈʔʌmbat,(en)wˈɒmbat(fr),vˈɔmbat,vˈombɑt,(en)wˈɒmbat(el),vˈɔmbat
animals,wood louse,wˈʊd lˈaʊs,hˈɔltslaʊs,blˈɑdlœys,vˈeʃ lˈesɲiː,pidˈɔkːio del lˈeɲɲo,kˌotʃinˈiʎa,pˌiˈoʎʊ dɐ mˌɐdˈeɪɾɐ,pədˈuke de lˈemn,skˈɔwlʔus,klopˈɔʁt,vˈɛʒ dʒˈɛvna,tˈɛtyː,psˈira,trˈeːlʉːs
animals,woodchuck,wˈʊdtʃʌk,mˌʊɐməltˈiːɾ,bˈɔsmɑrmˌɔt,vˈootxutsk,marmˈɔtːa,maɾmˈota,lˌeɲɐdˈoɹ,tʃˌokənitˈɔaɾe,skˈɔwmɒɒ,maʁmˈɔt,swɔɲˈina,vˈoodtshutsk,(en)wˈʊdtʃʌk(el),vˈuːɔdʃˌʉkk
animals,woodland caribou,wˈʊdlənd kˈæɹɪbˌuː,vˈaltkarˌiːbuː,bˈɔskaːrˌibu,lˈesɲiː kˈaribu,karibˈu dˌeɪ bˈoskɪ,kˌaɾiβˈu ðe βˈoske,kˌɐɾibˈu dɐ flˌuɾˈɛʃtɐ,kˌaɾibˈoʊ de pədˈuɾe,kˈɑʁʔibˌʔu i skˈɒwən,kaʁibˈu de- bwˈa,karˈibu lˈɛɕnɛ,ˈɛrdɛi rˈeːnsɑrvɑʃ,ðˌasikˈo kˌaribˈu,skˈɔɡskarˌiːbʉː
animals,woodpecker,wˈʊdpɛkɚ,bˈʊntspɛçt,spˈɛxt,dˈatel,pˈikːio,pˈaxaɾo kˌaɾpintˈeɾo,pˈikɐpˈaʊ,tʃˌokənitˈɔaɾe,spˈεtə,pivˈɛʁ,dʑˈɛɲtɕɔw,hˈɑrkaːj,ðrˌiokolˈaptis,hˈɑkːəspˌɛtː
animals,woolly bear caterpillar,wˈʊli bˈɛɹ kˈæɾɚpˌɪlɚ,vˈɔlknɔøəlrˈaʊpə,rˈɵps vɑn də ʋˈɔləɣə bˈeːr,hˈoʊseŋka mˈedviːtka vˈl̩natˌeːho,brˈuko ˈorso lanˈozo,oɾˈuɣa ðel ˈoso lanˈuðo,lˌɐɡˈaɾətɐ dʊ ˈuɾəsʊ lɐnˈudʊ,omˈida ˈurs lɨnˈos,dɛn ˈʔulnə bjˈʔœɐ̯nəlɑʋə,ʃənˈij də- lˈuʁs lɛnˈø,ɡˌɔ̃ɕɛɲˈitsa ɲʲɛdʑvʲˈɛdʑa vwˌɔxatˈɛɡɔ,ɟˈɑpjɑʃ mˈɛdvɛ hˈɛrɲoː,mˌaʎarˈi kˈabç arkˈuðas,ˈʉlbjœrnˌeːlɑrva
animals,woolly mammoth,wˈʊli mˈæməθ,vˈɔlmamˌuːt,ʋɔlhˈaːrəɣə mɑmˈut,mˈamut sˈr̩stnatiː,mammˈut lanˈozo,mamˈut lanˈuðo,mɐmˈutɨlɐnˈozʊ,mamˈut lɨnˈos,dɛn ˈʔulnə mˈ?ɑmʔut,(en)mˈamaʊθ(fr) lɛnˈø,mˈamud vwɔxˈatɨ,ɟˈɑpjɑʃ mˈɑmut,mˌaʎarˈo mamˈuθ,ˈʉlhoːrət mˈɑmmʉːt
animals,woolly rhinoceros,wˈʊli ɹaɪnˈɑːsɚɹəs,vˈɔlnashˌɔɾn,ʋɔlhˈaːrəɣə nˈøːshɔːrn,nˈosorˌoʒets sˈr̩stnatiː,rinotʃerˈonte lanˈozo,rˌinoθeɾˈonte lanˈuðo,ʁˌinusɨɾˈoŋtɨlɐnˈudʊ,rˌinotʃˈer lɨnˈos,ˈʔulənt nˈɛsəhɒn,ʁinoseʁˈɔs lɛnˈø,nˌɔsɔrˈɔʒɛdʑ vwɔxˈatɨ,ɟˈɑpjɑʃ ˈorsɑrvuː,mˌaʎarˈoz rinˈocerˌos,ˈʉlhoːrət nˈɛshɔrn
animals,working dog,wˈɜːkɪŋ dˈɑːɡ,ˈaɾbaɪtshˌʊnt,ʋˈɛrkhˌɔnt,prˈatsovɲiː pˈes,kˈane da lavˈɔro,pˈero ðe tɾaβˈaxo,kˈɐ̃ʊ̃ dɨ tɹˌɐbˈaʎʊ,kˈyɪne de lˈukru,ˈɑb?ɑjdshˌʔun,ʃjˈɛ̃ də- tʁavˈaj,pʲˈɛs prˌatsujˈɔntsɨ,mˈunkɑkucɑ,scˈilos ˌerɣasˈias,brˈʉkshʉnn
animals,worm,wˈɜːm,vˈʊɐm,ʋˈɔrm,tʃˈerv,vˈɛrme,ɡusˈano,vˈɛɾəmɨ,vjˈerme,ˈoɐ̯m,vˈɛʁ,rˈɔbak,fˈeːrɛɡ,skulˈici,ˈɔrm
animals,wren,ɹˈɛn,tsˈaʊnkøːnˌɪç,ʋˈɪntərkˌoːnɪŋ,vrˈen,skrˈitʃːolo,ˌuβe ðˈoβlerˈen,kˌɐʁˈisɐ,rəkˈitə,ɡˈεɐ̯ʌsmˌʔutə,ʁwatlˈɛ,vrˈɛn,vrˈɛn,kˌunupçˈeris,ɡˈardəsmˌʉtːa
animals,xenarthra edentata,zˈɛnɑːɹθɹə ˌɛdəntˈɑːɾə,kseːnˈaɾtɾɑː ˈeːdəntˌɑtɑː,kseːnˈɑrtraː ˌeːdəntˈaːtaː,ksˈenarthra ˈedentˌata,ksenˈartra edentˈata,senˈaɾtɾa ˌeðentˈata,(en)zˈɛnɑːθɹə(pt-pt) ɨdˌentˈatɐ,ksenˈarthra ˌedentˈata,sˈʔenɑthʁˌɑ ˈeðəntatˌa,(en)zˈɛnɑːθɹə(fr) edɑ̃tatˈa,ksɛnˈartxra ˌɛdɛntˈata,ksˈɛnɑrthrɑ ˈɛdɛntɑtɑ,(en)zˈɛnɑːθɹəɹ ˌɛdəntˈɑːtə(el),sˈeːnɑrthrˌɑ ˈeːdəntˌatɑ
animals,xenops,zˈɛnəps,ksˈeːnoːps,ksˈeːnɔps,ksˈenops,ksˈenops,senˈops,ʃɨnˈopʃ,ksenˈops,sˈʔenʔʌps,ɡzənˈɔp,ksˈɛnɔps,ksˈɛnopʃ,(en)zˈɛnəps(el),sˈeːnɔps
animals,xiaosaurus,zˌaɪəəsˈɔːɹəs,ksˈiːaˌoːzaʊrˌʊs,ksˈiaːˌoːzʌʊrˌɵs,ksiˈaosˌaʊrus,ksjaozˈaʊro,sjˌaosˈaʊɾus,ʃˌiɐusˈaʊɾʊ,ksjˌaosaˈurus,sˈʔiaˌosɑwʁˌʔus,ɡzjaozˈɔʁ,ksʲˌaɔsˈawrus,ksˈiɑoʃɑuruʃ,(en)zˌaɪəɹəsˈɔːɹəs(el),sˈiːɑːˌuːsaʊrˌʉːs
animals,yak,jˈæk,jˈɑːk,jˈɑk,jˈak,jˈak,ʝˈak,ˌiˈakɨ,jˈak,ˈʔy?ɑk,jˈak,jˈak,jˈɑk,jˈak,ˈyːak
animals,yellow mealworm,jˈɛloʊ mˈiːlwɜːm,ɡˈɛlbɜ mˈeːlvʊɐm,ɣələ mˈeːlʋˌɔrm,ʒlˈutaː mˈoʊtʃnaː ʒˈiːʒala,vˈɛrme dʒˈallo,ɡusˈano ˌamaɾˈiʎo,lˈaɾəvɐ dɐ fˌɐɾˈiɲɐ ɐmɐɾˈɛlɐ,vjˈerme de fəˈinə ɡˈalben,ɡˈʔul mˈʔeloɐ̯m,vˈɛʁ də- faʁˈin ʒˈon,mˈɔntʃɲiɡ ʒˈuwtɨ,ʃˈaːrɡɑ lˈistkukɑts,cˈitrinˌo ˌalevrˈoðis,ɡˈʉːl mˈeːlɔrm
animals,yellow mongoose,jˈɛloʊ mˈɔŋɡuːs,ɡˈɛlbɜ mˈaŋʊstə,ɣələ mˈɑŋust,ʒlˈutaː mˈaŋɡusta,maŋɡˈusta dʒˈalla,maŋɡˈosta ˌamaɾˈiʎa,mˌɐ̃ŋɡˈuʃtw ɐmɐɾˈɛlʊ,maŋɡˈustə ɡˈalbenˌə,ɡˈʔul mˈɒnɡʔo,mɑ̃ɡˈust ʒˈon,ʒˈuwta maŋɡˈusta,ʃˈaːrɡɑ mˈonɡuːz,cˈitrinˌi maŋɡˈusta,ɡˈʉːl mˈʉŋuː
animals,yellowjacket,jˈɛloʊdʒˌækɪt,ɡˈɛlbvəstən,ɣˈeːljɑs,ˈielˌovjatsket,dʒʊbːˈɔtːo dʒˈallo,tʃakˈeta ˌamaɾˈiʎa,kˌulˈetɨɐmɐɾˈɛlʊ,ʒakˈetə ɡˈalbenˌə,ɡˈʔul jˈ?ɑkə,ʒilˈɛ ʒˈon,ʒˈuwta kˈurtka,jˈɛllovjɑtskɛt,(en)jˈɛləʊdʒˌakɪt(el),ɡˈʉjɑkːa
animals,yorkshire terrier,jˈɔːɹkʃɚ tˈɛɹiɚ,jˈɔɾkshiːrə tɛrˈiːɾ,jˈɔrkshirə tˈɛɾriər,jˈorkʃiːrskiː tˈerieːr,jorkʃˈire terɾiˈɛr,ʝoɾksˈiɾe tˌeriˈeɾ,jˌuɾəkʃˈiɾɨ tˌeʁiˈɛɹ,jorkʃˈiɾe terjˈer,jˈɒɒkʃə tˈεɐ̯ɐ̯jʔʌ,jɔʁkʃˈiʁ tɛʁjˈe,jɔrkʃˈajɛr tˈɛrʲɛr,jˈorkʃhirɛ tˈɛriɛr,(en)jˈɔːkʃə tˈɛɹiə(el),ˈyːɔrkshˌiːra tˈarriːər
animals,zebra,zˈiːbɹə,tsˈɛbɾɑː,zˈɛbraː,zˈebra,dzˈɛbra,θˈeβɾa,zˈebɹɐ,zˈebrə,sˈʔebɐ̯ɑ,zˈɛbʁ,zˈɛbra,zˈɛbrɑ,zˈevra,sˈɛbrɑ
animals,zebra bullhead shark,zˈiːbɹə bˈʊlhɛd ʃˈɑːɹk,tsˈɛbɾɑːʃtˈiːɾkɔpfhˌaɪ,zˈɛbraːhˌaːj,ʒrˈalok zˈebrovˌitiː,skwˈalo tˈɔro dzˈɛbra,tˌiβuɾˈon θˈeβɾa,tˌubɐɾˈɐ̃ʊ̃zˈebɹɐ,rekˈin zˈebrə ku kˈap de taˈur,sˈʔebɐ̯ɑhˈoəðh?ɑj,ʁəkˈɛ̃ taʃtˈe zebʁˈe,rˈɛkin ludˈɔjad zˈɛbra,zˈɛbrɑ bˈikɑfɛjyː tsˈaːpɑ,kˌarxarˈiazzˈevra,sˈɛbrɑ ˈɔkseːhˌuːdeːhˌɑɪ
